,Blocking_patent,Blocking_action,Blocked_app,Blocking_date,Final
4286,7457588,103a,12063016,2011-04-19,1
4287,7457588,103a,11997710,2011-04-15,1
4288,7457588,103a,12921053,2012-11-26,0
4289,7457588,103a,11544498,2012-02-16,0
4290,7457588,103a,11677091,2012-06-11,0
4291,7457588,102e,12934742,2012-04-13,0
4292,7457588,119a,13217153,2013-01-23,0
4293,7792544,103a,12819395,2013-02-05,1
4294,6993327,103a,11701590,2011-03-17,1
4295,6993327,103a,12471399,2011-04-28,0
4296,6993327,103a,11925702,2011-03-23,1
4297,7707406,103a,12368511,2011-06-14,0
4306,7707406,103a,12368511,2011-10-26,1
4316,7689239,103a,12900847,2012-05-21,0
4317,7689239,103a,12900847,2012-09-21,1
4318,6834075,103a,11914838,2011-05-16,1
4319,6757269,103a,12148377,2011-07-19,0
4323,6757269,103a,12422053,2011-01-10,1
4324,6757269,102b,12807549,2012-04-20,0
4325,6757269,103a,12807549,2012-10-17,1
4326,6842170,102,12106418,2011-04-28,0
4327,6842170,103a,11518756,2011-03-30,0
4328,6842170,102e,12100978,2011-08-31,0
4329,6842170,103a,12106418,2011-10-19,1
4330,6842170,102b,12122666,2011-04-15,0
4331,6842170,103a,12122666,2011-04-15,0
4334,6842170,102b,12122666,2011-08-31,1
4335,6842170,103a,12122666,2011-08-31,1
4336,6842170,103a,12470792,2011-09-14,0
4337,6842170,103a,12100978,2011-12-22,0
4338,6842170,103a,12100978,2011-04-27,0
4339,6842170,102b,12712830,2012-11-14,0
4340,6842170,103a,12814645,2012-11-20,1
4341,6842170,103a,12814645,2012-08-03,0
4342,6842170,103a,13162024,2013-05-08,0
4343,6980811,102b,11872199,2011-05-26,1
4344,7512110,103a,11856797,2011-06-03,0
4345,7512110,103a,11856797,2011-02-01,1
4346,6958759,119,13103272,2012-10-10,0
4348,6958759,103a,13103272,2012-10-10,0
4349,5663748,103a,12603314,2011-12-16,0
4350,5663748,102b,12826306,2012-05-25,0
4351,5663748,103a,13096243,2012-08-16,0
4352,5663748,103a,12841118,2012-08-07,0
4353,5663748,103a,12841118,2013-01-22,1
4354,6889067,103a,11394065,2011-01-31,1
4357,6889067,103a,11394065,2011-09-15,0
4359,7194099,103,13018498,2012-12-11,0
4360,6110618,103,12940227,2011-10-11,1
4361,6110618,103a,12940227,2011-06-29,0
4362,7765600,103a,12940472,2012-12-12,0
4363,7765600,103,12940472,2013-04-12,1
4364,6271837,103a,12256641,2012-01-04,0
4368,6271837,103a,12256641,2013-01-07,0
4372,6104317,103a,12126807,2011-10-06,1
4373,6104317,103a,12126807,2011-04-27,0
4374,6104317,103a,11766929,2011-02-24,1
4375,6104317,102b,12126809,2011-04-27,0
4376,6104317,103a,12126809,2011-04-27,0
4378,6104317,102b,12126809,2011-10-07,1
4379,6104317,103a,12126809,2011-10-07,1
4381,6104317,103a,12928496,2012-09-19,0
4382,6104317,103a,12928496,2013-12-19,1
4383,6104317,103a,12928496,2013-08-30,0
4384,6104317,103a,12928496,2013-05-23,1
4385,6108558,103a,11483067,2011-10-13,1
4386,6108558,103a,12395384,2011-07-25,0
4387,6108558,103a,11483067,2011-02-03,0
4388,6108558,103,12395384,2012-03-15,1
4389,7068708,103a,11129625,2011-01-05,1
4390,7298326,103a,12193142,2011-01-18,0
4391,7298326,103a,12193142,2011-05-19,1
4392,7272847,103a,12083293,2011-04-26,1
4394,7272847,103a,12083293,2011-01-03,0
4395,7599327,103a,11970239,2011-10-27,1
4396,7599327,103a,11970239,2011-05-09,0
4397,7599327,103a,12338299,2012-02-02,1
4398,7599327,112,12995206,2013-08-29,1
4399,5675286,103a,13028146,2012-08-29,0
4400,7181667,102,11316601,2011-09-06,0
4401,7181667,102,13267582,2012-05-15,1
4402,7181667,103,13267582,2012-05-15,1
4403,7181667,103a,13267582,2012-05-15,1
4404,7181667,103a,13102766,2013-06-06,0
4405,7181667,103a,13102766,2013-10-28,1
4406,6324184,103,11827178,2011-01-13,1
4407,6324184,102e,12400357,2011-05-06,1
4408,6324184,103a,12400357,2011-05-06,1
4409,6377713,103a,12501121,2011-02-22,1
4410,7460509,103a,12360349,2011-08-01,0
4411,8050189,103a,13238865,2012-01-05,0
4413,7747021,103a,12190661,2011-08-04,1
4414,7747021,103a,12190661,2011-02-17,0
4415,7801543,103a,12124223,2011-09-01,0
4416,7874983,103a,12709482,2012-07-27,0
4417,7874983,103a,12709482,2012-10-25,1
4418,7840119,102,11621764,2011-05-26,0
4419,7895594,103a,12869553,2012-07-13,0
4420,7895594,103a,12869385,2012-08-17,0
4421,5883580,103,12119484,2011-09-29,0
4424,5883580,103a,13007576,2011-12-01,1
4426,5883580,103a,13007576,2011-05-24,0
4428,7512795,103a,12403196,2012-09-10,0
4429,5982757,103a,11826890,2012-01-25,0
4430,7064772,103a,11769866,2011-10-14,0
4432,7092568,103a,12037287,2011-10-17,1
4434,6310634,103a,12119122,2011-07-15,1
4436,6310634,103a,11357342,2011-05-17,1
4437,6310634,103a,12119122,2011-02-15,0
4438,6310634,103a,12692498,2012-02-17,0
4439,5821007,103a,12572891,2011-11-09,1
4440,5821007,103a,12572145,2011-03-21,0
4441,5821007,103a,12572145,2011-12-21,0
4442,5821007,103a,12572145,2011-08-17,1
4443,5821007,103a,12572891,2011-05-11,0
4444,7972051,103,13222519,2012-06-21,0
4445,6487252,103a,12356122,2011-09-28,0
4446,6487252,103a,11150634,2011-08-31,1
4447,6487252,112,11150634,2011-08-31,1
4448,6487252,103a,11150634,2011-03-09,0
4449,6487252,112,11150634,2011-03-09,0
4450,6487252,103a,12091548,2012-02-28,0
4451,6987819,103a,10801624,2013-05-20,0
4452,6987819,103a,10801624,2013-09-27,1
4453,7146015,103a,12827317,2012-10-23,0
4454,6009173,103a,12368511,2011-06-14,0
4458,6009173,103a,12368511,2011-10-26,1
4462,6009173,103,11651142,2011-07-06,1
4463,6009173,103,11651142,2011-12-01,0
4464,6009173,103,11651142,2011-01-11,0
4465,6009173,103a,12952076,2011-06-09,0
4466,6009173,103a,10483282,2012-02-02,0
4467,7025596,103a,12549831,2014-10-16,1
4471,7742624,103a,12037287,2011-10-17,1
4472,6429808,102b,12470221,2011-02-23,0
4473,6429808,103a,11651584,2011-07-22,1
4474,6429808,103a,11978207,2011-06-14,0
4475,6429808,103,11786823,2011-02-28,0
4476,7135837,102e,11747388,2011-01-25,0
4477,7135837,103a,11747388,2011-01-25,0
4478,5862488,103a,13571164,2012-10-11,0
4479,7016315,102b,11847564,2011-07-25,1
4480,8223854,119,13433416,2012-08-28,0
4481,7155483,103a,11256751,2011-04-15,0
4487,7155483,103a,11256751,2011-10-27,1
4493,7155483,103a,11897568,2012-02-28,1
